List Call,CAS,List Name,TSCA Chemical Name,Caveat - Chemical Use,Caveat - TSCA Inventory Status
Green [Circle],9000-07-1,Carrageenan,Carrageenan,,
Half Green [Circle],8001-78-3,"Castor oil, hydrogenated","Castor oil, hydrogenated",,
Green [Circle],9004-34-6,Cellulose,Cellulose,,
Green [Circle],9004-65-3,"Cellulose, 2-hydroxypropyl methyl ether","Cellulose, 2-hydroxypropyl methyl ether",,
Green [Circle],9004-32-4,"Cellulose, carboxymethyl ether, sodium salt","Cellulose, carboxymethyl ether, sodium salt",,
Green [Circle],68442-85-3,"Cellulose, regenerated","Cellulose, regenerated",,
Half Green [Circle],66402-68-4,"Ceramic materials and wares, chemicals","Ceramic materials and wares, chemicals",,
Green [Circle],143-28-2,cis-Oleyl alcohol,"9-Octadecen-1-ol, (9Z)-",,
Green [Circle],77-92-9,"Citric acid, anhydrous","1,2,3-Propanetricarboxylic acid, 2-hydroxy-",,
Green [Circle],5949-29-1,"Citric acid, monohydrate","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, hydrate (1:1)",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],12173-10-3,Clinoptilolite,,,*Naturally Occurring Chemical Substances must meet the definition in 40 CFR 710.4(b) (http://www.gpo.gov/fdsys/pkg/CFR-2011-title40-vol31/pdf/CFR-2011-title40-vol31-sec710-4.pdf)
Green [Circle],8001-31-8,Coconut oil,Coconut oil,,
Green [Circle],66071-96-3,Corn gluten protein,"Glutens, corn",,
Green [Circle],8001-30-7,Corn oil,Corn oil,,
Green [Circle],8029-43-4,Corn sugar syrup,"Syrups, hydrolyzed starch",,
Half Green [Circle],5579-66-8,Decaethylene glycol,"3,6,9,12,15,18,21,24,27-Nonaoxanonacosane-1,29-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Green [Circle],334-48-5,Decanoic Acid,Decanoic acid,,
Green [Circle],9004-53-9,Dextrin,Dextrin,,
Green [Circle],526-95-4,D-Gluconic acid,D-Gluconic acid,,
Green [Circle],50-99-7,D-Glucose,D-Glucose,,
Half Green [Circle],59113-36-9,Diglycerin,"Propanediol, oxybis-",,
Green [Circle],3609-96-9,Dipotassium hydrogen citrate,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, potassium salt (1:2)",,
Green [Circle],13870-28-5,Disodium disilicate,"Silicic acid (H2Si2O5), sodium salt (1:2)",,
Green [Circle],50-21-5,DL-Lactic acid,"Propanoic acid, 2-hydroxy-",,
Half Green [Circle],6790-09-6,Dodecaethylene glycol,"3,6,9,12,15,18,21,24,27,30,33-Undecaoxapentatriacontane-1,35-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Green [Circle],68937-85-9,"Fatty acids, coco, heavy fractions","Fatty acids, coco, heavy fractions",,
Green [Circle],64-18-6,Formic acid,Formic acid,,
Green [Circle],110-17-8,Fumaric acid,2-Butenedioic acid (2E)-,,
Green [Circle],65997-17-3,Glass fibers,"Glass, oxide, chemicals",,
Green [Circle],90-80-2,Gluconolactone,"D-Gluconic acid, .delta.-lactone",,
Green [Circle],110-94-1,Glutaric acid,Pentanedioic acid,,
Green [Circle],56-40-6,Glycine,Glycine,,
Green [Circle],9000-30-0,Guar gum,Guar gum,,
Green [Circle],9000-01-5,Gum arabic,Gum arabic,,
Half Green [Circle],12173-47-6,Hectorite,Hectorite (Mg2.67Li0.33)Si4Na0.33[F0.5-1(OH)0-0.5]2O10),,*Naturally Occurring Chemical Substances must meet the definition in 40 CFR 710.4(b) (http://www.gpo.gov/fdsys/pkg/CFR-2011-title40-vol31/pdf/CFR-2011-title40-vol31-sec710-4.pdf)
Half Green [Circle],5617-32-3,Heptaethylene glycol,"3,6,9,12,15,18-Hexaoxaeicosane-1,20-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Half Green [Circle],2615-15-8,Hexaethylene glycol,"3,6,9,12,15-Pentaoxaheptadecane-1,17-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Yellow [Triangle],7647-01-0,Hydrochloric acid (aqueous),Hydrochloric acid,"*Yellow, due to its status as a Hazardous Air Pollutant HAP under the Clean Air Act.",
Green [Circle],9004-62-0,Hydroxyethyl cellulose,"Cellulose, 2-hydroxyethyl ether",,
Green [Circle],9004-64-2,Hydroxypropyl cellulose,"Cellulose, 2-hydroxypropyl ether",,
Green [Circle],430439-54-6,"Inulin, carboxymethyl ether, sodium salt","Inulin, carboxymethyl ether, sodium salt",,
Green [Circle],1332-58-7,Kaolin,Kaolin,,
Half Green [Circle],92704-41-1,"Kaolin, calcined","Kaolin, calcined",,
Half Green [Circle],70321-63-0,Lanolin oil,"Lanolin, oil",,
Green [Circle],1317-65-3,Limestone,Limestone,,
Green [Circle],79-33-4,L-Lactic acid,"Propanoic acid, 2-hydroxy-, (2S)-",,
Green [Circle],61-90-5,L-Leucine,L-Leucine,,
Green [Circle],142-72-3,Magnesium acetate,"Acetic acid, magnesium salt (2:1)",,
Green [Circle],16674-78-5,Magnesium acetate tetrahydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],546-93-0,Magnesium carbonate,"Carbonic acid, magnesium salt (1:1)",,
Green [Circle],23389-33-5,Magnesium carbonate hydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],7786-30-3,"Magnesium chloride, anhydrous",Magnesium chloride (MgCl2),,
Green [Circle],7791-18-6,"Magnesium chloride, hexahydrate","Magnesium chloride, hexahydrate",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],1309-42-8,Magnesium hydroxide,Magnesium hydroxide (Mg(OH)2),,
Green [Circle],39409-82-0,Magnesium hydroxide carbonate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],1309-48-4,Magnesium oxide,Magnesium oxide (MgO),,
Green [Circle],14168-73-1,Magnesium sulfate monohydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],7487-88-9,"Magnesium sulfate, anhydrous",Sulfuric acid magnesium salt (1:1),,
Green [Circle],10034-99-8,"Magnesium sulfate, heptahydrate","Sulfuric acid, magnesium salt, hydrate (1:1:7)",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],6915-15-7,Malic acid,"Butanedioic acid, 2-hydroxy-",,
Green [Circle],9050-36-6,Maltodextrin,Maltodextrin,,
Green [Circle],75-75-2,Methanesulfonic acid,Methanesulfonic acid,,
Green [Circle],9004-67-5,Methyl cellulose,"Cellulose, methyl ether",,
Green [Circle],68476-78-8,Molasses,Molasses,,
Green [Circle],8052-35-5,"Molasses, blackstrap","Molasses, blackstrap",,
Half Green [Circle],76326-99-3,"N,N-Dimethylglucamine","D-Glucitol, 1-deoxy-1-(dimethylamino)-",,
Green [Circle],37244-96-5,Nepheline syenite,Nepheline syenite,,
Yellow [Triangle],7697-37-2,Nitric acid (aqueous),Nitric acid,*Yellow due in part to an IARC designation for strong inorganic acid mists. Meets criteria for Simple Acids and Bases sub-group.,
Half Green [Circle],3386-18-3,Nonaethylene glycol,"3,6,9,12,15,18,21,24-Octaoxahexacosane-1,26-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Half Green [Circle],5117-19-1,Octaethylene glycol,"3,6,9,12,15,18,21-Heptaoxatricosane-1,23-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Green [Circle],8001-25-0,Olive oil,Olive oil,,
Green [Circle],8002-75-3,Palm oil,Palm oil,,
Half Green [Circle],1338929-66-0,PEG-120 methyl glucose trioleate,"Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with methyl D-glucopyranoside 2,6-di-(9Z)-9-octadecenoate (2:1), mono-(9Z)-9-octadecenoate",,"*As of September 2016, this substance is not listed on the TSCA inventory."
Half Green [Circle],4792-15-8,Pentaethylene glycol,"3,6,9,12-Tetraoxatetradecane-1,14-diol",,
Green [Circle],93763-70-3,Perlite,"Perlite, expanded",,
Half Green [Circle],25618-55-7,Polyglycerol,"1,2,3-Propanetriol, homopolymer",,
Green [Circle],85895-78-9,Potassium (S)-lactate,"Propanoic acid, 2-hydroxy-, potassium salt (1:1), (2S)-",,
Green [Circle],127-08-2,Potassium acetate,"Acetic acid, potassium salt (1:1)",,
Green [Circle],254966-93-3,Potassium acetate hydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],298-14-6,Potassium bicarbonate,"Carbonic acid, potassium salt (1:1)",,
Green [Circle],6381-79-9,Potassium carbonate sesquihydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],584-08-7,"Potassium carbonate, anhydrous","Carbonic acid, potassium salt (1:2)",,
Green [Circle],7447-40-7,Potassium chloride,Potassium chloride (KCl),,
Green [Circle],866-84-2,"Potassium citrate, anhydrous","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, potassium salt (1:3)",,
Green [Circle],6100-05-6,"Potassium citrate, monohydrate","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, potassium salt, hydrate (1:3:1)",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],1310-58-3,Potassium hydroxide,Potassium hydroxide (K(OH)),,
Green [Circle],26288-25-5,Potassium hydroxide monohydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],996-31-6,Potassium lactate,"Propanoic acid, 2-hydroxy-, potassium salt (1:1)",,
Green [Circle],1312-76-1,Potassium silicate,"Silicic acid, potassium salt",,
Green [Circle],7778-80-5,Potassium sulfate,Sulfuric acid potassium salt (1:2),,
Half Green [Circle],868-14-4,Potassium tartrate,"Butanedioic acid, 2,3-dihydroxy- (2R,3R)-, potassium salt (1:1)",,
Green [Circle],1332-09-8,Pumice,Pumice,,
Green [Circle],68909-20-6,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica","Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica",,
Green [Circle],7631-86-9,Silica,Silica,"*Only allowed as an abrasive, in non-carcinogenic particle sizes and shapes",
Green [Circle],63231-67-4,Silica gel,Silica gel,,"*For TSCA purposes, this CASRN/chemical name is used to represent 112926-00-8 (hydrated silica)."
Green [Circle],10213-79-3,"Silicic acid, disodium salt, pentahydrate","Silicic acid (H2SiO3), disodium salt, pentahydrate",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],409-21-2,Silicon carbide,Silicon carbide (SiC),"*Only allowed as an abrasive, in non-carcinogenic particle sizes and shapes.",
Green [Circle],12199-37-0,Smectite-group minerals,Smectite-group minerals,,
Green [Circle],127-09-3,Sodium acetate,"Acetic acid, sodium salt (1:1)",,
Green [Circle],41484-91-7,Sodium acetate hydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],6131-90-4,Sodium acetate trihydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],9005-38-3,Sodium alginate,"Alginic acid, sodium salt",,
Green [Circle],144-55-8,Sodium bicarbonate,Carbonic acid sodium salt (1:1),,
Green [Circle],7681-38-1,Sodium bisulfate,"Sulfuric acid, sodium salt (1:1)",,
Green [Circle],10034-88-5,Sodium bisulfate monohydrate,,,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],497-19-8,"Sodium carbonate, anhydrous",Carbonic acid sodium salt (1:2),,
Green [Circle],5968-11-6,"Sodium carbonate, monohydrate","Carbonic acid sodium salt (1:2), hydrate (1:1)",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],7647-14-5,Sodium chloride,Sodium chloride (NaCl),,
Green [Circle],994-36-5,Sodium citrate,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, sodium salt (1:?)",,
Green [Circle],68-04-2,"Sodium citrate, anhydrous","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, sodium salt (1:3)",,
Green [Circle],6132-04-3,"Sodium citrate, dihydrate","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, sodium salt, hydrate (1:3:2)",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],18996-35-5,Sodium dihydrogen citrate,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, sodium salt (1:1)",,
Green [Circle],141-53-7,Sodium formate,"Formic acid, sodium salt (1:1)",,
Green [Circle],527-07-1,Sodium gluconate,"D-Gluconic acid, sodium salt (1:1)",,
Green [Circle],1310-73-2,Sodium hydroxide,Sodium hydroxide (Na(OH)),,
Green [Circle],72-17-3,Sodium lactate,"Propanoic acid, 2-hydroxy-, sodium salt (1:1)",,
Green [Circle],867-56-1,Sodium lactate,"Propanoic acid, 2-hydroxy-, sodium salt (1:1), (2S)-",,
Green [Circle],53320-86-8,Sodium magnesium silicate,"Silicic acid, lithium magnesium sodium salt",,
Green [Circle],6834-92-0,Sodium metasilicate,"Silicic acid (H2SiO3), sodium salt (1:2)",,
Green [Circle],137-40-6,Sodium propionate,"Propanoic acid, sodium salt (1:1)",,
Green [Circle],533-96-0,Sodium sesquicarbonate,"Carbonic acid, sodium salt (2:3)",,
Green [Circle],1344-09-8,Sodium silicate,"Silicic acid, sodium salt",,
Green [Circle],9063-38-1,Sodium starch glycolate,"Starch, carboxymethyl ether, sodium salt",,
Green [Circle],7757-82-6,Sodium sulfate,Sulfuric acid sodium salt (1:2),,
Green [Circle],7757-83-7,Sodium sulfite,"Sulfurous acid, sodium salt (1:2)",,
Half Green [Circle],7772-98-7,Sodium thiosulfate,"Thiosulfuric acid (H2S2O3), sodium salt (1:2)",,
Half Green [Circle],10102-17-7,"Sodium thiosulfate, pentahydrate","Thiosulfuric acid (H2S2O3), sodium salt, hydrate (1:2:5)",,*Hydrates are considered mixtures. Only the non-hydrate component is listed on the TSCA Inventory.
Green [Circle],50-70-4,Sorbitol,D-Glucitol,,
Green [Circle],8001-22-7,Soybean oil,Soybean oil,,
Green [Circle],9005-25-8,Starch,Starch,,
Green [Circle],9049-76-7,"Starch, 2-hydroxypropyl ether","Starch, 2-hydroxypropyl ether",,
Green [Circle],9057-06-1,"Starch, carboxymethyl ether","Starch, carboxymethyl ether",,
Half Green [Circle],65996-62-5,"Starch, oxidized","Starch, oxidized",,
Green [Circle],57-50-1,Sucrose,"alpha-D-Glucopyranoside, beta-D-fructofuranosyl",,
Green [Circle],5329-14-6,Sulfamic acid,Sulfamic acid,,
Yellow [Triangle],7664-93-9,Sulfuric acid (aqueous),Sulfuric acid,"*Yellow, due in part to IARC designation for strong inorganic acid mists. Not allowed in mist form. Meets criteria for Simple Acids and Bases sub-group.",
Green [Circle],7631-90-5,"Sulfurous acid, monosodium salt","Sulfurous acid, sodium salt (1:1)",,
Half Green [Circle],87-69-4,Tartaric acid,"Butanedioic acid, 2,3-dihydroxy- (2R,3R)-",,
Half Green [Circle],107-35-7,Taurine,"Ethanesulfonic acid, 2-amino-",,
Green [Circle],13463-67-7,Titanium (IV) oxide,Titanium oxide (TiO2),*Only allowed when particle sizes and shapes are non-carcinogenic.,
Half Green [Circle],56090-54-1,Triglycerol,Triglycerol,,
Half Green [Circle],6809-70-7,Undecaethylene glycol,"3,6,9,12,15,18,21,24,27,30-Decaoxadotriacontane-1,32-diol",,"*For TSCA purposes, this CASRN/chemical name is represented by 25322-68-3 (Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-)."
Green [Circle],207308-34-7,"Urea, methanesulfonate (1:1)","Urea, methanesulfonate (1:1)",,
Green [Circle],8028-52-2,Vinegar,Vinegar,,*Naturally Occurring Chemical Substances must meet the definition in 40 CFR 710.4(b) (http://www.gpo.gov/fdsys/pkg/CFR-2011-title40-vol31/pdf/CFR-2011-title40-vol31-sec710-4.pdf)
Half Green [Circle],61789-91-1,"Waxes and Waxy substances, jojoba","Waxes and Waxy substances, jojoba",,
Green [Circle],11138-66-2,Xanthan gum,Xanthan gum,,
Half Green [Circle],8013-01-2,Yeast extract,"Yeast, ext.",,
Green [Circle],1318-02-1,Zeolites,Zeolites,,"*This CAS RN represents a category of mixtures of aluminum silicate (comprising a lattice framework) and various metal-containing substances that provide counter-ions (such as sodium or potassium cations) for that lattice framework. In such a mixture, the aluminum silicate component might be identified on the TSCA Inventory as ""Silicic acid, aluminum salt"" (CASRN 1335-30-4) or ""Aluminatesilicate"" (CASRN 1327-36-2). For TSCA purposes, the elemental composition of the lattice framework of a zeolite is limited to aluminum, silicon, and oxygen atoms."
Green [Circle],68989-22-0,"Zeolites, NaA","Zeolites, NaA",,"*This CAS RN represents a category of mixtures of aluminum silicate (comprising a lattice framework) and various metal-containing substances that provide counter-ions (such as sodium or potassium cations) for that lattice framework. In such a mixture, the aluminum silicate component might be identified on the TSCA Inventory as ""Silicic acid, aluminum salt"" (CASRN 1335-30-4) or ""Aluminatesilicate"" (CASRN 1327-36-2). For TSCA purposes, the elemental composition of the lattice framework of a zeolite is limited to aluminum, silicon, and oxygen atoms."
